obs_date_time,JD,airmass,target_name,target_flux_red,flux_green,flux_blue,blue_over_red,comp_name,comp_flux_red,comp_flux_green,comp_flux_blue,comp_blue_over_red
2025-04-06 02:55:12.505,2460771.6216725116,1.789623,XO-6,940138.1834548843,910003.6526629922,1500631.0611830784,1.5961813780060037,TYC 4357-177-1,262047.26710630374,282416.37482960866,545977.9312184285,2.0835093502308637
2025-04-06 02:55:56.311,2460771.6221795254,1.791893,XO-6,1004485.1699394775,939453.126764507,1516804.915128725,1.5100321642579513,TYC 4357-177-1,350271.3789703484,280493.78342134354,538424.085788554,1.5371626633363424
2025-04-06 02:56:40.131,2460771.6226867014,1.794205,XO-6,951897.9406470836,910505.5092334672,1451499.5552470738,1.5248478783979402,TYC 4357-177-1,258811.58353433816,285354.4256261391,535342.6116720771,2.0684646504666584
2025-04-06 02:57:24.162,2460771.6231963197,1.79651,XO-6,934980.1488905996,907469.6807427858,1495752.3685761818,1.5997691184684149,TYC 4357-177-1,261926.0221037662,283081.034600319,511653.34730591805,1.953426937867282
2025-04-06 02:58:28.605,2460771.6239421875,1.799906,XO-6,939497.1888280082,942385.8323425476,1507563.1065645288,1.6046488744103258,TYC 4357-177-1,265245.37290190335,279167.50649226416,498607.7084379264,1.8797979507915048
2025-04-06 02:59:12.516,2460771.624450417,1.802192,XO-6,963377.6432567303,914994.9768314307,1504118.5017064286,1.561296872762903,TYC 4357-177-1,281393.41879712994,274867.7331285019,532967.0696769152,1.8940281970885637
2025-04-06 02:59:56.452,2460771.624958935,1.804453,XO-6,940281.3243399349,960024.9521036923,1464235.8665181915,1.5572316801528159,TYC 4357-177-1,275393.3635323336,298858.1759928648,587305.7500121453,2.1326067646622517
2025-04-06 03:00:40.136,2460771.625464537,1.806774,XO-6,967434.1216675718,906447.4077905049,1503986.8041696134,1.554614180423141,TYC 4357-177-1,322257.0280121397,279368.42409197916,509908.84290178353,1.5823048019997714
2025-04-06 03:01:23.861,2460771.625970613,1.809085,XO-6,891420.3481887502,847941.4812145449,1406821.764694239,1.5781799995397425,TYC 4357-177-1,247600.24166765535,293196.9811640776,480882.9903441144,1.9421749635833792
2025-04-06 03:02:07.766,2460771.626478773,1.811414,XO-6,915551.1057535335,868481.5947368605,1397843.1065162856,1.5267778038079123,TYC 4357-177-1,247696.16910213674,257334.36132495065,479651.4590468659,1.9364508574578845
2025-04-06 03:02:51.706,2460771.626987338,1.813782,XO-6,926626.9874594084,899017.7967234913,1450640.212617109,1.5655061122215108,TYC 4357-177-1,323305.2849736069,277277.84159959364,477226.2911311625,1.4760856481827107
2025-04-06 03:03:35.522,2460771.6274944674,1.816123,XO-6,909918.2673770193,877616.8886727632,1464715.4031963756,1.6097219450474878,TYC 4357-177-1,252503.9426616762,269801.22356753325,491696.98367514985,1.9472843809570233
2025-04-06 03:04:19.188,2460771.6279998613,1.818485,XO-6,910975.1309721177,869031.3771849625,1387604.4852863739,1.5232078660650556,TYC 4357-177-1,285629.9859534652,264741.13233200554,484634.05255443364,1.6967197996970462
2025-04-06 03:05:03.171,2460771.6285089236,1.820879,XO-6,924567.2016434647,883022.9206250635,1518841.2052803147,1.642759122950174,TYC 4357-177-1,260712.08225352355,283358.7903774985,478376.72446586465,1.8348851358590972
2025-04-06 03:06:19.547,2460771.629392905,1.824504,XO-6,888348.6446827404,841065.9587035046,1416566.4865579032,1.5946064588907065,TYC 4357-177-1,248108.293604099,276487.26435816375,484790.34315547766,1.9539465453301093
2025-04-06 03:07:03.493,2460771.6299015395,1.826984,XO-6,900860.2949079694,905850.8894710526,1434125.2920502746,1.5919508276217043,TYC 4357-177-1,268442.4585237025,345298.6356321751,506895.9770479002,1.8882854069940023
2025-04-06 03:07:47.194,2460771.630407338,1.829421,XO-6,945565.4832089589,919788.35416501,1322695.896039033,1.3988411374220318,TYC 4357-177-1,273807.7578437022,381858.8097194623,527165.1963940682,1.9253113956507766
2025-04-06 03:08:30.935,2460771.6309135994,1.831888,XO-6,915371.5465129644,881020.9049153702,1408637.166112606,1.538869294636367,TYC 4357-177-1,260893.70150460652,301328.3599157431,522410.5266036254,2.0023884194628643
2025-04-06 03:09:14.905,2460771.631422512,1.834292,XO-6,900084.490980095,859841.3509539261,1431968.2138413999,1.5909264387859199,TYC 4357-177-1,270348.12189753744,270691.7100384859,495676.1174113334,1.8334735005083402
